variable,x,y
bio17,-6.7,1.0
bio17,-6.6196,1.0
bio17,-6.5392,1.0
bio17,-6.4588,1.0
bio17,-6.3784,1.0
bio17,-6.298,1.0
bio17,-6.2176,1.0
bio17,-6.1372,1.0
bio17,-6.0568,1.0
bio17,-5.9764,1.0
bio17,-5.896,1.0
bio17,-5.8156,1.0
bio17,-5.7352,1.0
bio17,-5.6548,1.0
bio17,-5.5744,1.0
bio17,-5.494,1.0
bio17,-5.413600000000001,1.0
bio17,-5.3332,1.0
bio17,-5.252800000000001,1.0
bio17,-5.1724,1.0
bio17,-5.0920000000000005,1.0
bio17,-5.0116,1.0
bio17,-4.9312000000000005,1.0
bio17,-4.8508000000000004,1.0
bio17,-4.7704,1.0
bio17,-4.6899999999999995,1.0
bio17,-4.6096,1.0
bio17,-4.5291999999999994,1.0
bio17,-4.4488,1.0
bio17,-4.368399999999999,1.0
bio17,-4.288,1.0
bio17,-4.2076,1.0
bio17,-4.1272,1.0
bio17,-4.046799999999999,1.0
bio17,-3.9663999999999997,1.0
bio17,-3.886,1.0
bio17,-3.8056,1.0
bio17,-3.7252,1.0
bio17,-3.6448,1.0
bio17,-3.5644,1.0
bio17,-3.484,1.0
bio17,-3.4036,1.0
bio17,-3.3232,1.0
bio17,-3.2428,1.0
bio17,-3.1624,1.0
bio17,-3.082,1.0
bio17,-3.0016000000000003,1.0
bio17,-2.9212,1.0
bio17,-2.8407999999999998,1.0
bio17,-2.7603999999999997,1.0
bio17,-2.6799999999999997,1.0
bio17,-2.5995999999999997,1.0
bio17,-2.5191999999999997,1.0
bio17,-2.4387999999999996,1.0
bio17,-2.3583999999999996,1.0
bio17,-2.2780000000000005,1.0
bio17,-2.1975999999999996,1.0
bio17,-2.1172000000000004,1.0
bio17,-2.0367999999999995,1.0
bio17,-1.9563999999999995,1.0
bio17,-1.8760000000000003,1.0
bio17,-1.7955999999999994,1.0
bio17,-1.7152000000000003,1.0
bio17,-1.6347999999999994,1.0
bio17,-1.5544000000000002,1.0
bio17,-1.4740000000000002,1.0
bio17,-1.3935999999999993,1.0
bio17,-1.3132000000000001,1.0
bio17,-1.2327999999999992,1.0
bio17,-1.1524,1.0
bio17,-1.072,1.0
bio17,-0.9916,1.0
bio17,-0.9112,1.0
bio17,-0.8307999999999991,1.0
bio17,-0.7504,1.0
bio17,-0.6699999999999999,1.0
bio17,-0.5895999999999999,1.0
bio17,-0.5091999999999999,1.0
bio17,-0.42879999999999985,1.0
bio17,-0.3483999999999998,1.0
bio17,-0.2679999999999998,1.0
bio17,-0.18759999999999977,1.0
bio17,-0.10719999999999974,1.0
bio17,-0.026799999999999713,1.0
bio17,0.053600000000000314,1.0
bio17,0.13400000000000034,1.0
bio17,0.21440000000000037,1.0
bio17,0.2948000000000004,1.0
bio17,0.3752000000000004,1.0
bio17,0.45560000000000045,1.0
bio17,0.5360000000000005,1.0
bio17,0.6164000000000005,1.0
bio17,0.6967999999999996,1.0
bio17,0.7772000000000006,1.0
bio17,0.8576000000000006,1.0
bio17,0.9380000000000006,1.0
bio17,1.0184000000000006,1.0
bio17,1.0987999999999998,1.0
bio17,1.1792000000000007,1.0
bio17,1.2595999999999998,1.0
bio17,1.3400000000000007,1.0
bio17,1.4203999999999999,1.0
bio17,1.5008000000000008,1.0
bio17,1.5812,1.0
bio17,1.6616000000000009,1.0
bio17,1.742,1.0
bio17,1.822400000000001,1.0
bio17,1.9028,1.0
bio17,1.983200000000001,1.0
bio17,2.0636,1.0
bio17,2.1439999999999992,1.0
bio17,2.224400000000002,1.0
bio17,2.304800000000001,1.0
bio17,2.3852,1.0
bio17,2.4655999999999993,1.0
bio17,2.5460000000000003,1.0
bio17,2.626400000000001,1.0
bio17,2.7068000000000003,1.0
bio17,2.7872000000000012,1.0
bio17,2.8676000000000004,1.0
bio17,2.9479999999999995,1.0
bio17,3.0284000000000004,1.0
bio17,3.1088000000000013,1.0
bio17,3.1892000000000005,1.0
bio17,3.2695999999999996,1.0
bio17,3.3500000000000005,1.0
bio17,3.4304000000000014,1.0
bio17,3.5108000000000006,1.0
bio17,3.5911999999999997,1.0
bio17,3.6716000000000006,1.0
bio17,3.752,1.0
bio17,3.8324000000000007,1.0
bio17,3.9128000000000016,1.0
bio17,3.9932000000000007,1.0
bio17,4.0736,1.0
bio17,4.153999999999999,1.0
bio17,4.234400000000002,1.0
bio17,4.314800000000001,1.0
bio17,4.3952,1.0
bio17,4.475600000000001,1.0
bio17,4.556,1.0
bio17,4.636400000000001,1.0
bio17,4.7168,1.0
bio17,4.797200000000001,1.0
bio17,4.8776,1.0
bio17,4.957999999999999,1.0
bio17,5.038400000000002,1.0
bio17,5.118800000000001,1.0
bio17,5.1992,1.0
bio17,5.279599999999999,1.0
bio17,5.36,1.0
bio17,5.440400000000001,1.0
bio17,5.5208,1.0
bio17,5.601200000000001,1.0
bio17,5.6816,1.0
bio17,5.762,1.0
bio17,5.8424000000000005,1.0
bio17,5.922800000000001,1.0
bio17,6.0032000000000005,1.0
bio17,6.0836,1.0
bio17,6.164000000000001,1.0
bio17,6.2444000000000015,1.0
bio17,6.324800000000001,1.0
bio17,6.4052,1.0
bio17,6.485600000000001,1.0
bio17,6.566000000000002,1.0
bio17,6.646400000000001,1.0
bio17,6.726800000000002,1.0
bio17,6.807200000000001,1.0
bio17,6.8876,1.0
bio17,6.968000000000001,1.0
bio17,7.048400000000002,1.0
bio17,7.128800000000001,1.0
bio17,7.2092,1.0
bio17,7.289600000000001,1.0
bio17,7.370000000000002,1.0
bio17,7.450400000000001,1.0
bio17,7.5308,1.0
bio17,7.611200000000001,1.0
bio17,7.6916,1.0
bio17,7.772000000000001,1.0
bio17,7.852400000000002,1.0
bio17,7.932800000000001,1.0
bio17,8.013200000000001,1.0
bio17,8.093599999999999,1.0
bio17,8.174000000000003,1.0
bio17,8.2544,1.0
bio17,8.334800000000001,1.0
bio17,8.415200000000002,1.0
bio17,8.4956,1.0
bio17,8.576,1.0
bio17,8.656400000000001,1.0
bio17,8.736800000000002,1.0
bio17,8.8172,1.0
bio17,8.8976,1.0
bio17,8.978000000000002,1.0
bio17,9.058400000000002,1.0
bio17,9.1388,1.0
bio17,9.2192,1.0
bio17,9.299600000000002,1.0
bio17,9.380000000000003,1.0
bio17,9.460400000000003,1.0
bio17,9.5408,1.0
bio17,9.621200000000002,1.0
bio17,9.701600000000003,1.0
bio17,9.782,1.0
bio17,9.862400000000001,1.0
bio17,9.942800000000002,1.0
bio17,10.023200000000003,1.0
bio17,10.103600000000004,1.0
bio17,10.184000000000001,1.0
bio17,10.264400000000002,1.0
bio17,10.344800000000003,1.0
bio17,10.4252,1.0
bio17,10.505600000000001,1.0
bio17,10.586000000000002,1.0
bio17,10.666400000000003,1.0
bio17,10.746800000000004,1.0
bio17,10.827200000000001,1.0
bio17,10.907600000000002,1.0
bio17,10.988,1.0
bio17,11.0684,1.0
bio17,11.148800000000005,1.0
bio17,11.229200000000002,1.0
bio17,11.309600000000003,1.0
bio17,11.39,1.0
bio17,11.470400000000001,1.0
bio17,11.550800000000002,1.0
bio17,11.6312,1.0
bio17,11.711600000000004,1.0
bio17,11.792000000000002,1.0
bio17,11.872400000000003,1.0
bio17,11.952800000000003,1.0
bio17,12.0332,1.0
bio17,12.113600000000002,1.0
bio17,12.193999999999999,1.0
bio17,12.274400000000004,1.0
bio17,12.354800000000004,1.0
bio17,12.435200000000002,1.0
bio17,12.515600000000003,1.0
bio17,12.596,1.0
bio17,12.676400000000001,1.0
bio17,12.756800000000002,1.0
bio17,12.837200000000003,1.0
bio17,12.917600000000004,1.0
bio17,12.998000000000001,1.0
bio17,13.078400000000002,1.0
bio17,13.158800000000003,1.0
bio17,13.2392,1.0
bio17,13.319600000000001,1.0
bio17,13.400000000000002,1.0
bio17,13.480400000000003,1.0
bio17,13.560800000000004,1.0
bio17,13.641200000000001,1.0
bio17,13.721600000000002,1.0
bio17,13.802,1.0
bio17,13.8824,1.0
bio17,13.962800000000005,1.0
bio17,14.043200000000002,1.0
bio17,14.123600000000003,1.0
bio17,14.204,1.0
bio17,14.284400000000002,1.0
bio17,14.364800000000002,1.0
bio17,14.4452,1.0
bio17,14.525600000000004,1.0
bio17,14.606000000000002,1.0
bio17,14.686400000000003,1.0
bio17,14.766800000000003,1.0
bio17,14.8472,1.0
bio17,14.927600000000002,1.0
bio17,15.008,1.0
bio17,15.088400000000004,1.0
bio17,15.168800000000005,1.0
bio17,15.249200000000002,1.0
bio17,15.329600000000003,1.0
bio17,15.41,1.0
bio17,15.490400000000001,1.0
bio17,15.570800000000002,1.0
bio17,15.651200000000003,1.0
bio17,15.731600000000004,1.0
bio17,15.812000000000001,1.0
bio17,15.892400000000002,1.0
bio17,15.972800000000003,1.0
bio17,16.0532,1.0
bio17,16.1336,1.0
bio17,16.214000000000002,1.0
bio17,16.294400000000003,1.0
bio17,16.374800000000004,1.0
bio17,16.4552,1.0
bio17,16.535600000000002,1.0
bio17,16.616,1.0
bio17,16.6964,1.0
bio17,16.776800000000005,1.0
bio17,16.857200000000002,1.0
bio17,16.937600000000003,1.0
bio17,17.018,1.0
bio17,17.0984,1.0
bio17,17.178800000000003,1.0
bio17,17.2592,1.0
bio17,17.339600000000004,1.0
bio17,17.42,1.0
bio17,17.500400000000003,1.0
bio17,17.580800000000004,1.0
bio17,17.6612,1.0
bio17,17.741600000000002,1.0
bio17,17.822,1.0
bio17,17.902400000000004,1.0
bio17,17.982800000000005,1.0
bio17,18.063200000000002,1.0
bio17,18.143600000000003,1.0
bio17,18.224,1.0
bio17,18.3044,1.0
bio17,18.384800000000002,1.0
bio17,18.465200000000003,1.0
bio17,18.545600000000004,1.0
bio17,18.626,1.0
bio17,18.706400000000002,1.0
bio17,18.786800000000003,1.0
bio17,18.8672,1.0
bio17,18.9476,1.0
bio17,19.028000000000002,1.0
bio17,19.108400000000003,1.0
bio17,19.188800000000004,1.0
bio17,19.2692,1.0
bio17,19.349600000000002,1.0
bio17,19.430000000000003,1.0
bio17,19.5104,1.0
bio17,19.590800000000005,1.0
bio17,19.671200000000002,1.0
bio17,19.751600000000003,1.0
bio17,19.832000000000004,1.0
bio17,19.9124,1.0
bio17,19.992800000000003,1.0
bio17,20.0732,1.0
bio17,20.153600000000004,1.0
bio17,20.234000000000005,1.0
bio17,20.314400000000003,1.0
bio17,20.394800000000004,1.0
bio17,20.4752,1.0
bio17,20.555600000000002,1.0
bio17,20.636000000000003,1.0
bio17,20.716400000000004,1.0
bio17,20.796800000000005,1.0
bio17,20.877200000000002,1.0
bio17,20.957600000000003,1.0
bio17,21.038000000000004,1.0
bio17,21.1184,1.0
bio17,21.198800000000002,1.0
bio17,21.279200000000003,1.0
bio17,21.359600000000004,1.0
bio17,21.440000000000005,1.0
bio17,21.520400000000002,1.0
bio17,21.600800000000003,1.0
bio17,21.6812,1.0
bio17,21.7616,1.0
bio17,21.842000000000006,1.0
bio17,21.922400000000003,1.0
bio17,22.002800000000004,1.0
bio17,22.0832,1.0
bio17,22.163600000000002,1.0
bio17,22.244000000000003,1.0
bio17,22.3244,1.0
bio17,22.404800000000005,1.0
bio17,22.485200000000003,1.0
bio17,22.565600000000003,1.0
bio17,22.646000000000004,1.0
bio17,22.7264,1.0
bio17,22.806800000000003,1.0
bio17,22.8872,1.0
bio17,22.967600000000004,1.0
bio17,23.048000000000005,1.0
bio17,23.128400000000003,1.0
bio17,23.208800000000004,1.0
bio17,23.2892,1.0
bio17,23.369600000000002,1.0
bio17,23.450000000000003,1.0
bio17,23.530400000000004,1.0
bio17,23.610800000000005,1.0
bio17,23.691200000000002,1.0
bio17,23.771600000000003,1.0
bio17,23.852000000000004,1.0
bio17,23.9324,1.0
bio17,24.012800000000002,1.0
bio17,24.093200000000003,1.0
bio17,24.173600000000004,1.0
bio17,24.254000000000005,1.0
bio17,24.334400000000002,1.0
bio17,24.414800000000003,1.0
bio17,24.4952,1.0
bio17,24.5756,1.0
bio17,24.656000000000006,1.0
bio17,24.736400000000003,1.0
bio17,24.816800000000004,1.0
bio17,24.8972,1.0
bio17,24.977600000000002,1.0
bio17,25.058000000000003,1.0
bio17,25.1384,1.0
bio17,25.218800000000005,1.0
bio17,25.299200000000003,1.0
bio17,25.3796,1.0
bio17,25.460000000000004,1.0
bio17,25.5404,1.0
bio17,25.620800000000006,1.0
bio17,25.701200000000004,1.0
bio17,25.7816,1.0
bio17,25.862000000000005,1.0
bio17,25.942400000000003,1.0
bio17,26.0228,1.0
bio17,26.103200000000005,1.0
bio17,26.18360000000001,1.0
bio17,26.264,1.0
bio17,26.344400000000004,1.0
bio17,26.4248,1.0
bio17,26.505200000000006,1.0
bio17,26.585600000000003,1.0
bio17,26.666,1.0
bio17,26.746400000000005,1.0
bio17,26.826800000000002,1.0
bio17,26.907200000000007,1.0
bio17,26.987600000000004,1.0
bio17,27.068,1.0
bio17,27.1484,1.0
bio17,27.228800000000003,1.0
bio17,27.309200000000008,1.0
bio17,27.389600000000005,1.0
bio17,27.470000000000002,1.0
bio17,27.5504,1.0
bio17,27.630800000000004,1.0
bio17,27.7112,1.0
bio17,27.791600000000006,1.0
bio17,27.872000000000003,1.0
bio17,27.9524,1.0
bio17,28.032800000000005,1.0
bio17,28.113200000000003,1.0
bio17,28.193600000000007,1.0
bio17,28.273999999999997,1.0
bio17,28.354400000000002,1.0
bio17,28.434800000000006,1.0
bio17,28.515200000000004,1.0
bio17,28.595600000000008,1.0
bio17,28.676,1.0
bio17,28.756400000000003,1.0
bio17,28.8368,1.0
bio17,28.917200000000005,1.0
bio17,28.99760000000001,1.0
bio17,29.078,1.0
bio17,29.158400000000004,1.0
bio17,29.2388,1.0
bio17,29.319200000000006,1.0
bio17,29.399600000000003,1.0
bio17,29.48,1.0
bio17,29.560400000000005,1.0
bio17,29.640800000000002,1.0
bio17,29.721200000000007,1.0
bio17,29.801600000000004,1.0
bio17,29.882,1.0
bio17,29.9624,1.0
bio17,30.042800000000003,1.0
bio17,30.123200000000008,1.0
bio17,30.203600000000005,1.0
bio17,30.284000000000002,1.0
bio17,30.3644,1.0
bio17,30.444800000000004,1.0
bio17,30.5252,1.0
bio17,30.605600000000006,1.0
bio17,30.686000000000003,1.0
bio17,30.7664,1.0
bio17,30.846800000000005,1.0
bio17,30.927200000000003,1.0
bio17,31.007600000000007,1.0
bio17,31.087999999999997,1.0
bio17,31.168400000000002,1.0
bio17,31.248800000000006,1.0
bio17,31.329200000000004,1.0
bio17,31.409600000000008,1.0
bio17,31.49,1.0
bio17,31.570400000000003,1.0
bio17,31.6508,1.0
bio17,31.731200000000005,1.0
bio17,31.81160000000001,1.0
bio17,31.892,1.0
bio17,31.972400000000004,1.0
bio17,32.0528,1.0
bio17,32.1332,1.0
bio17,32.2136,1.0
bio17,32.294,1.0
bio17,32.3744,1.0
bio17,32.4548,1.0
bio17,32.5352,1.0
bio17,32.6156,1.0
bio17,32.696,1.0
bio17,32.776399999999995,1.0
bio17,32.8568,1.0
bio17,32.937200000000004,1.0
bio17,33.0176,1.0
bio17,33.098,1.0
bio17,33.178399999999996,1.0
bio17,33.2588,1.0
bio17,33.3392,1.0
bio17,33.4196,1.0
bio17,33.5,1.0
bio17,33.5804,1.0
bio17,33.6608,1.0
bio17,33.7412,1.0
bio17,33.821600000000004,1.0
bio17,33.901999999999994,1.0
bio17,33.9824,1.0
bio17,34.0628,1.0
bio17,34.1432,1.0
bio17,34.223600000000005,1.0
bio17,34.303999999999995,1.0
bio17,34.3844,1.0
bio17,34.4648,1.0
bio17,34.5452,1.0
bio17,34.625600000000006,1.0
bio17,34.705999999999996,1.0
bio17,34.7864,1.0
bio17,34.8668,1.0
bio17,34.9472,1.0
bio17,35.0276,1.0
bio17,35.108,1.0
bio17,35.1884,1.0
bio17,35.2688,1.0
bio17,35.3492,1.0
bio17,35.4296,1.0
bio17,35.51,1.0
bio17,35.590399999999995,1.0
bio17,35.6708,1.0
bio17,35.751200000000004,1.0
bio17,35.8316,1.0
bio17,35.912,1.0
bio17,35.992399999999996,1.0
bio17,36.0728,1.0
bio17,36.1532,1.0
bio17,36.2336,1.0
bio17,36.314,1.0
bio17,36.3944,1.0
bio17,36.4748,1.0
bio17,36.5552,1.0
bio17,36.635600000000004,1.0
bio17,36.715999999999994,1.0
bio17,36.7964,1.0
bio17,36.8768,1.0
bio17,36.9572,1.0
bio17,37.037600000000005,1.0
bio17,37.117999999999995,1.0
bio17,37.1984,1.0
bio17,37.2788,1.0
bio17,37.3592,1.0
bio17,37.439600000000006,1.0
bio17,37.519999999999996,1.0
bio17,37.6004,1.0
bio17,37.6808,1.0
bio17,37.7612,1.0
bio17,37.8416,1.0
bio17,37.922,1.0
bio17,38.0024,1.0
bio17,38.0828,1.0
bio17,38.1632,1.0
bio17,38.2436,1.0
bio17,38.324,1.0
bio17,38.404399999999995,1.0
bio17,38.4848,1.0
bio17,38.565200000000004,1.0
bio17,38.6456,1.0
bio17,38.726,1.0
bio17,38.8064,1.0
bio17,38.8868,1.0
bio17,38.9672,1.0
bio17,39.0476,1.0
bio17,39.128,1.0
bio17,39.2084,1.0
bio17,39.2888,1.0
bio17,39.3692,1.0
bio17,39.449600000000004,1.0
bio17,39.529999999999994,1.0
