variable,x,y
bio19,-69.8,1.0
bio19,-68.7224,1.0
bio19,-67.6448,1.0
bio19,-66.5672,1.0
bio19,-65.4896,1.0
bio19,-64.41199999999999,1.0
bio19,-63.334399999999995,1.0
bio19,-62.2568,1.0
bio19,-61.179199999999994,1.0
bio19,-60.1016,1.0
bio19,-59.024,1.0
bio19,-57.9464,1.0
bio19,-56.8688,1.0
bio19,-55.791199999999996,1.0
bio19,-54.7136,1.0
bio19,-53.635999999999996,1.0
bio19,-52.5584,1.0
bio19,-51.4808,1.0
bio19,-50.4032,1.0
bio19,-49.325599999999994,1.0
bio19,-48.248,1.0
bio19,-47.1704,1.0
bio19,-46.0928,1.0
bio19,-45.01519999999999,1.0
bio19,-43.9376,1.0
bio19,-42.86,1.0
bio19,-41.782399999999996,1.0
bio19,-40.7048,1.0
bio19,-39.6272,1.0
bio19,-38.5496,1.0
bio19,-37.472,1.0
bio19,-36.3944,1.0
bio19,-35.3168,1.0
bio19,-34.239200000000004,1.0
bio19,-33.1616,1.0
bio19,-32.083999999999996,1.0
bio19,-31.0064,1.0
bio19,-29.928800000000003,1.0
bio19,-28.8512,1.0
bio19,-27.773600000000002,1.0
bio19,-26.695999999999998,1.0
bio19,-25.6184,1.0
bio19,-24.540799999999997,1.0
bio19,-23.4632,1.0
bio19,-22.385600000000004,1.0
bio19,-21.308000000000007,1.0
bio19,-20.230399999999996,1.0
bio19,-19.1528,1.0
bio19,-18.075200000000002,1.0
bio19,-16.997600000000006,1.0
bio19,-15.920000000000002,1.0
bio19,-14.842399999999998,1.0
bio19,-13.764800000000001,1.0
bio19,-12.687200000000004,1.0
bio19,-11.6096,1.0
bio19,-10.532000000000004,1.0
bio19,-9.454400000000007,1.0
bio19,-8.376800000000003,1.0
bio19,-7.299199999999999,1.0
bio19,-6.221600000000002,1.0
bio19,-5.1440000000000055,1.0
bio19,-4.066400000000002,1.0
bio19,-2.9887999999999977,1.0
bio19,-1.911200000000008,1.0
bio19,-0.8336000000000041,1.0
bio19,0.24399999999999977,1.0
bio19,1.3215999999999894,1.0
bio19,2.3991999999999933,1.0
bio19,3.4767999999999972,1.0
bio19,4.554400000000001,1.0
bio19,5.632000000000005,1.0
bio19,6.709599999999995,1.0
bio19,7.787199999999999,1.0
bio19,8.864799999999988,1.0
bio19,9.942399999999992,1.0
bio19,11.019999999999996,1.0
bio19,12.0976,1.0
bio19,13.175200000000004,1.0
bio19,14.252799999999993,1.0
bio19,15.330399999999997,1.0
bio19,16.408,1.0
bio19,17.48559999999999,1.0
bio19,18.563199999999995,1.0
bio19,19.640799999999984,1.0
bio19,20.718400000000003,1.0
bio19,21.795999999999992,1.0
bio19,22.873599999999996,1.0
bio19,23.9512,1.0
bio19,25.02879999999999,1.0
bio19,26.106399999999994,1.0
bio19,27.183999999999983,1.0
bio19,28.261599999999987,1.0
bio19,29.339200000000005,1.0
bio19,30.416799999999995,1.0
bio19,31.4944,1.0
