56605,Humboldt-Toiyabe National Forest,1993,171,1,Lightning,0.1,38.32166667,-119.1483333,USFS,as.raw(c(0x00,0x01,0xad,0x10,0x00,0x00,0x6c,0x50,0x14,0x4b,0x7e,0xc9,0x5d,0xc0,0x88,0xee,0x99,0x5f,0x2c,0x29,0x43,0x40,0x6c,0x50,0x14,0x4b,0x7e,0xc9,0x5d,0xc0,0x88,0xee,0x99,0x5f,0x2c,0x29,0x43,0x40,0x7c,0x01,0x00,0x00,0x00,0x6c,0x50,0x14,0x4b,0x7e,0xc9,0x5d,0xc0,0x88,0xee,0x99,0x5f,0x2c,0x29,0x43,0x40,0xfe)),39,148,44,6325,226,-105,331,-35,124,124,-35,417,64,17,49,173,54,54,173
56606,Humboldt-Toiyabe National Forest,1993,179,3,Smoking,0.1,38.33333333,-119.205,USFS,as.raw(c(0x00,0x01,0xad,0x10,0x00,0x00,0x84,0xeb,0x51,0xb8,0x1e,0xcd,0x5d,0xc0,0x30,0x82,0xa3,0xaa,0xaa,0x2a,0x43,0x40,0x84,0xeb,0x51,0xb8,0x1e,0xcd,0x5d,0xc0,0x30,0x82,0xa3,0xaa,0xaa,0x2a,0x43,0x40,0x7c,0x01,0x00,0x00,0x00,0x84,0xeb,0x51,0xb8,0x1e,0xcd,0x5d,0xc0,0x30,0x82,0xa3,0xaa,0xaa,0x2a,0x43,0x40,0xfe)),58,159,45,6650,252,-98,350,-25,146,146,-25,367,59,13,51,157,45,45,157
56607,Humboldt-Toiyabe National Forest,1993,187,3,Smoking,0.1,38.06833333,-119.2666667,USFS,as.raw(c(0x00,0x01,0xad,0x10,0x00,0x00,0x50,0xa5,0x14,0x11,0x11,0xd1,0x5d,0xc0,0xd8,0xc9,0x84,0x25,0xbf,0x08,0x43,0x40,0x50,0xa5,0x14,0x11,0x11,0xd1,0x5d,0xc0,0xd8,0xc9,0x84,0x25,0xbf,0x08,0x43,0x40,0x7c,0x01,0x00,0x00,0x00,0x50,0xa5,0x14,0x11,0x11,0xd1,0x5d,0xc0,0xd8,0xc9,0x84,0x25,0xbf,0x08,0x43,0x40,0xfe)),27,135,44,5927,201,-102,303,-28,107,107,-39,593,97,18,59,262,57,57,261
56608,Humboldt-Toiyabe National Forest,1993,191,3,Smoking,0.1,38.015,-119.3333333,STATE OR PRIVATE,as.raw(c(0x00,0x01,0xad,0x10,0x00,0x00,0x10,0xc1,0x51,0x55,0x55,0xd5,0x5d,0xc0,0x58,0xb8,0x1e,0x85,0xeb,0x01,0x43,0x40,0x10,0xc1,0x51,0x55,0x55,0xd5,0x5d,0xc0,0x58,0xb8,0x1e,0x85,0xeb,0x01,0x43,0x40,0x7c,0x01,0x00,0x00,0x00,0x10,0xc1,0x51,0x55,0x55,0xd5,0x5d,0xc0,0x58,0xb8,0x1e,0x85,0xeb,0x01,0x43,0x40,0xfe)),27,135,44,5927,201,-102,303,-28,107,107,-39,593,97,18,59,262,57,57,261
56609,Humboldt-Toiyabe National Forest,1993,198,3,Smoking,0.1,38.1,-119.2666667,USFS,as.raw(c(0x00,0x01,0xad,0x10,0x00,0x00,0x50,0xa5,0x14,0x11,0x11,0xd1,0x5d,0xc0,0xd8,0xcc,0xcc,0xcc,0xcc,0x0c,0x43,0x40,0x50,0xa5,0x14,0x11,0x11,0xd1,0x5d,0xc0,0xd8,0xcc,0xcc,0xcc,0xcc,0x0c,0x43,0x40,0x7c,0x01,0x00,0x00,0x00,0x50,0xa5,0x14,0x11,0x11,0xd1,0x5d,0xc0,0xd8,0xcc,0xcc,0xcc,0xcc,0x0c,0x43,0x40,0xfe)),27,135,44,5927,201,-102,303,-28,107,107,-39,593,97,18,59,262,57,57,261
56610,Humboldt-Toiyabe National Forest,1993,214,1,Lightning,0.7,38,-119,USFS,as.raw(c(0x00,0x01,0xad,0x10,0x00,0x00,0xfc,0xff,0xff,0xff,0xff,0xbf,0x5d,0xc0,0x08,0x00,0x00,0x00,0x00,0x00,0x43,0x40,0xfc,0xff,0xff,0xff,0xff,0xbf,0x5d,0xc0,0x08,0x00,0x00,0x00,0x00,0x00,0x43,0x40,0x7c,0x01,0x00,0x00,0x00,0xfc,0xff,0xff,0xff,0xff,0xbf,0x5d,0xc0,0x08,0x00,0x00,0x00,0x00,0x00,0x43,0x40,0xfe)),56,152,45,6414,245,-91,336,-20,142,142,-20,358,58,13,53,155,43,43,155
56611,Humboldt-Toiyabe National Forest,1993,215,1,Lightning,0.1,38,-119,USFS,as.raw(c(0x00,0x01,0xad,0x10,0x00,0x00,0xfc,0xff,0xff,0xff,0xff,0xbf,0x5d,0xc0,0x08,0x00,0x00,0x00,0x00,0x00,0x43,0x40,0xfc,0xff,0xff,0xff,0xff,0xbf,0x5d,0xc0,0x08,0x00,0x00,0x00,0x00,0x00,0x43,0x40,0x7c,0x01,0x00,0x00,0x00,0xfc,0xff,0xff,0xff,0xff,0xbf,0x5d,0xc0,0x08,0x00,0x00,0x00,0x00,0x00,0x43,0x40,0xfe)),56,152,45,6414,245,-91,336,-20,142,142,-20,358,58,13,53,155,43,43,155
56612,Humboldt-Toiyabe National Forest,1993,215,1,Lightning,0.1,38.16666667,-119.3083333,USFS,as.raw(c(0x00,0x01,0xad,0x10,0x00,0x00,0x78,0x27,0xb8,0xbb,0xbb,0xd3,0x5d,0xc0,0xe0,0x7d,0x5c,0x55,0x55,0x15,0x43,0x40,0x78,0x27,0xb8,0xbb,0xbb,0xd3,0x5d,0xc0,0xe0,0x7d,0x5c,0x55,0x55,0x15,0x43,0x40,0x7c,0x01,0x00,0x00,0x00,0x78,0x27,0xb8,0xbb,0xbb,0xd3,0x5d,0xc0,0xe0,0x7d,0x5c,0x55,0x55,0x15,0x43,0x40,0xfe)),58,159,45,6650,252,-98,350,-25,146,146,-25,367,59,13,51,157,45,45,157
56616,Humboldt-Toiyabe National Forest,1993,216,1,Lightning,0.1,38.3,-119.6216667,USFS,as.raw(c(0x00,0x01,0xad,0x10,0x00,0x00,0x70,0x2a,0x00,0x63,0xc9,0xe7,0x5d,0xc0,0x70,0x66,0x66,0x66,0x66,0x26,0x43,0x40,0x70,0x2a,0x00,0x63,0xc9,0xe7,0x5d,0xc0,0x70,0x66,0x66,0x66,0x66,0x26,0x43,0x40,0x7c,0x01,0x00,0x00,0x00,0x70,0x2a,0x00,0x63,0xc9,0xe7,0x5d,0xc0,0x70,0x66,0x66,0x66,0x66,0x26,0x43,0x40,0xfe)),25,130,44,5858,194,-100,294,-28,103,104,-40,809,135,18,64,370,61,67,351
56617,Humboldt-Toiyabe National Forest,1993,220,1,Lightning,0.1,38.06666667,-119.2833333,USFS,as.raw(c(0x00,0x01,0xad,0x10,0x00,0x00,0xdc,0x8d,0x1e,0x22,0x22,0xd2,0x5d,0xc0,0x18,0xb1,0x8f,0x88,0x88,0x08,0x43,0x40,0xdc,0x8d,0x1e,0x22,0x22,0xd2,0x5d,0xc0,0x18,0xb1,0x8f,0x88,0x88,0x08,0x43,0x40,0x7c,0x01,0x00,0x00,0x00,0xdc,0x8d,0x1e,0x22,0x22,0xd2,0x5d,0xc0,0x18,0xb1,0x8f,0x88,0x88,0x08,0x43,0x40,0xfe)),27,135,44,5927,201,-102,303,-28,107,107,-39,593,97,18,59,262,57,57,261
56618,Humboldt-Toiyabe National Forest,1993,226,9,Miscellaneous,0.1,38.28333333,-119.2916667,USFS,as.raw(c(0x00,0x01,0xad,0x10,0x00,0x00,0xec,0x3e,0xae,0xaa,0xaa,0xd2,0x5d,0xc0,0xc8,0x1b,0x3d,0x44,0x44,0x24,0x43,0x40,0xec,0x3e,0xae,0xaa,0xaa,0xd2,0x5d,0xc0,0xc8,0x1b,0x3d,0x44,0x44,0x24,0x43,0x40,0x7c,0x01,0x00,0x00,0x00,0xec,0x3e,0xae,0xaa,0xaa,0xd2,0x5d,0xc0,0xc8,0x1b,0x3d,0x44,0x44,0x24,0x43,0x40,0xfe)),58,159,45,6650,252,-98,350,-25,146,146,-25,367,59,13,51,157,45,45,157
56620,Humboldt-Toiyabe National Forest,1993,234,9,Miscellaneous,0.1,38.33333333,-119.6166667,USFS,as.raw(c(0x00,0x01,0xad,0x10,0x00,0x00,0xb8,0x0b,0x7b,0x77,0x77,0xe7,0x5d,0xc0,0x30,0x82,0xa3,0xaa,0xaa,0x2a,0x43,0x40,0xb8,0x0b,0x7b,0x77,0x77,0xe7,0x5d,0xc0,0x30,0x82,0xa3,0xaa,0xaa,0x2a,0x43,0x40,0x7c,0x01,0x00,0x00,0x00,0xb8,0x0b,0x7b,0x77,0x77,0xe7,0x5d,0xc0,0x30,0x82,0xa3,0xaa,0xaa,0x2a,0x43,0x40,0xfe)),25,130,44,5858,194,-100,294,-28,103,104,-40,809,135,18,64,370,61,67,351
56622,Humboldt-Toiyabe National Forest,1993,248,1,Lightning,0.2,38.60166667,-119.2883333,USFS,as.raw(c(0x00,0x01,0xad,0x10,0x00,0x00,0x94,0xac,0xa3,0x0d,0x74,0xd2,0x5d,0xc0,0x28,0x5f,0xd7,0x69,0x03,0x4d,0x43,0x40,0x94,0xac,0xa3,0x0d,0x74,0xd2,0x5d,0xc0,0x28,0x5f,0xd7,0x69,0x03,0x4d,0x43,0x40,0x7c,0x01,0x00,0x00,0x00,0x94,0xac,0xa3,0x0d,0x74,0xd2,0x5d,0xc0,0x28,0x5f,0xd7,0x69,0x03,0x4d,0x43,0x40,0xfe)),60,163,45,6828,262,-100,362,-23,147,151,-23,340,51,14,44,137,48,49,137
56623,Humboldt-Toiyabe National Forest,1993,248,4,Campfire,0.1,38.08333333,-119.0833333,USFS,as.raw(c(0x00,0x01,0xad,0x10,0x00,0x00,0x10,0xc1,0x51,0x55,0x55,0xc5,0x5d,0xc0,0x30,0x82,0xa3,0xaa,0xaa,0x0a,0x43,0x40,0x10,0xc1,0x51,0x55,0x55,0xc5,0x5d,0xc0,0x30,0x82,0xa3,0xaa,0xaa,0x0a,0x43,0x40,0x7c,0x01,0x00,0x00,0x00,0x10,0xc1,0x51,0x55,0x55,0xc5,0x5d,0xc0,0x30,0x82,0xa3,0xaa,0xaa,0x0a,0x43,0x40,0xfe)),59,157,45,6561,252,-93,345,-21,147,147,-21,362,58,13,51,156,43,43,156
